svc_sentiment,text
positive,love this fire . its a perfect size...
positive,I love it! I got this to replace my old first generation Kindle Fire and it's a big improvement. I don't really have anything negative to say about it. It does everything I need it to do and 
positive,having to side load ap's is pain but the deviice is very solid.
positive,Awesome. Has a lot of great features and is a nice size. I like the size compared to the HD 6. There is so much that I cannot explain it all. I recommend all who are interested see what the e
positive,Well pleased with Fire HD.  Easy to operate.
positive,It does what I need it to so I am pleased with my decision to buy it.
positive,It is a great tablet to read on.  I only wish it had access to Google play.
positive,I've enjoyed reading books and watching Amazon Prime on my new Kindle! Would highly recommend it.
positive,Love it.
positive,Never used a tablet before and this one is easy to understand and use. Also the customer support folks really helped this tech dummy get started. LOVE IT.
positive,Great deal on fire hd. Arrived on time
positive,Like it as much as my other larger Kindle Fire. Those difference in size is barely noticeable.
positive,Excellent!
positive,This was my favorite Kindle of all time and it finally died.  I am not happy with the replacement of a Paperwhite.
positive,I love my kindle fire!!!!
positive,Love it!
positive,Love it
positive,Very pleased with my new kindle! Love the camera feature that I can now shoot a photo without trying to get a shot while viewing it from the front only plus I can now shoot video!
positive,LOVE MY kINDLE.  ON SLEEPLESS NIGHTS I CAN READ AND DISTURB NO ONE BY PUTTING ON LIGHTS.
positive,Nice tablet.
positive,This is working great for the kids to watch their shows on Prime. It came already set up with our account info. We added the wifi and the kids were set.
positive,Love it
positive,It is exactly what I wanted.
positive,Amazing
positive,Great tablet. Using it all the time. Nice.
positive,I take it everywhere. I quit reading for awhile cause I was having a hard time reading small print. This has gotten me back to reading again an I love it.
positive,Fell in love with it. It is everything I hoped it would be.
positive,Love my new kindle fire
positive,Enjoying it much. Wish it were able to operate without wifi
positive,Love my new Fire HD 7 and so happy I was able to buy for $79 on Prime Day!
positive,I have used a tablet with kindle app for 4 years. It is getting slow and won't hold a charge so this was a great deal and replacement.
positive,Love it
positive,Fun
positive,Very happy. I had a Kindle fire and up graded to this HD at a great price.
positive,Great value for the price.
positive,I have an older Kindle Fire and love it but I wanted one with a forward camera.  This one seems to have a bit of a delay but I will see what happens as I go along.
positive,I'm doing my Masters program curriculum on my Kindle Fire and it is great.
positive,Fit our need and got great price on prime day.  Good for kids and surfing the web and apps.  Battery life is only issue.  Great tablet for the money.
positive,now i have all my books at my fingertips without carrying a bigger device.
positive,I love it!  I have no complaints whatsoever :)
positive,Just got this Fire HD7.  First time using a tablet.  Getting used to it and so far no problems<br />trying to navigate it.  Went on line to Amazon Kindle help and learned what I needed to kno
positive,I really like the features on this kindle.
positive,Much better than I was expecting!
positive,Easy to set up.
positive,So excited love reading however with the kindle hd I can do more.  Enjoy.
positive,I like it but very hard to set up and figure out!!!!
negative,Poor product quality.
positive,We got this on the Amazon black Friday sale for an amazing price. It will show up under the tree for our daughter in December.
negative,very limited in the options to connect to devices.
positive,Awesome
positive,Great deal! Perfect for the kids
positive,Really impressed with this product.
positive,So happy with the display and the heft of this tablet. Did get the leather protector for added safety.
